choice_time,element,entry,entry_name,id_x,index,league,pick,player_first_name,player_last_name,round,seconds_to_pick,was_auto,id_y,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team,position_points_rank,pick_order,position_pick_order,points_vs_position_pick,points_vs_position_pick_rank,all_players_position_points_rank,all_players_points_vs_position_pick,all_players_points_vs_position_pick_rank
,,,,,,,,,,,,,338,0,0,53,1,60.7,25,0,36.2,206.6,1083,0,0,0,0,0,95.0,1,12,0.62,0.41,1.03,20.98,2024-07-17T10:20:02.964779Z,,,444765,649,0,,,0,Sepp,2.2,False,,,,,1.5,van den Berg,,a,19,Van den Berg,137,56,235,61,149,25,185,51,,,,,,,,,,,2,4,,,,,,76.0,,
2024-08-13T19:41:21.742902Z,339,228518.0,Boom Boom Eagle FC,3320873.0,38.0,48142.0,2.0,Sam,Thorpe,5.0,,False,339,1,3,269,7,70.9,11,1,53.3,332.6,1260,0,0,0,0,0,130.0,1,14,0.81,0.30,1.11,13.56,2024-07-17T10:20:02.965930Z,,,97032,80,0,,,0,Virgil,2.7,True,,,,,4.6,van Dijk,,a,64,Virgil,37,11,211,52,118,11,104,22,,,,,,,,,,,2,12,1.0,38.0,7.0,6.0,15.0,1.0,6.0,8.0
2024-08-13T19:46:17.409570Z,340,325685.0,TAA very much,3320884.0,49.0,48142.0,4.0,James,Mason,6.0,,False,340,0,0,141,2,172.1,15,0,40.0,183.8,1006,0,0,0,0,0,43.0,3,12,0.35,0.89,1.24,15.86,2024-07-17T10:20:02.967180Z,50.0,50.0,211975,112,0,,,0,Manuel,0.0,False,Knock - 50% chance of playing,2024-12-05T00:30:08.316605Z,,,1.9,Akanji,,d,23,Akanji,163,65,97,20,245,72,167,47,,,,,,,,,,,2,13,31.0,49.0,13.0,-18.0,38.0,65.0,-52.0,33.0
2024-08-13T19:55:18.722063Z,341,228518.0,Boom Boom Eagle FC,3320909.0,74.0,48142.0,2.0,Sam,Thorpe,9.0,,False,341,0,0,39,1,13.5,6,0,6.7,42.4,298,0,0,0,0,0,11.0,0,3,0.11,0.08,0.19,7.98,2024-07-17T10:20:02.968075Z,0.0,0.0,126184,122,0,,,0,Nathan,1.8,False,Hamstring injury - Unknown return date,2024-12-05T00:30:08.334401Z,,,1.8,Aké,,i,9,Aké,348,122,347,113,334,112,372,122,,,,,,,,,,,2,13,41.0,74.0,17.0,-24.0,42.0,117.0,-100.0,44.0
2024-08-13T19:40:28.208431Z,342,228518.0,Boom Boom Eagle FC,3320870.0,35.0,48142.0,8.0,Sam,Thorpe,4.0,,False,342,4,5,264,3,459.6,20,1,108.7,261.6,1194,0,0,0,0,0,367.0,4,13,2.38,2.86,5.24,19.18,2024-07-17T10:20:02.968806Z,,,165809,50,0,,,5,Bernardo,4.0,False,,,,,3.3,Veiga de Carvalho e Silva,,a,49,Bernardo,86,29,8,7,24,12,12,9,,,,,,,,,,,3,13,18.0,35.0,18.0,0.0,23.0,31.0,-13.0,21.0
2024-08-13T20:00:00.489876Z,343,283372.0,CripplingHannover96,3320922.0,87.0,48142.0,6.0,Ryan,McIntyre,10.0,,False,343,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.969538Z,0.0,0.0,477555,273,0,,,0,Oscar,0.0,False,Leg injury - Unknown return date,2024-08-14T22:30:05.558994Z,,,0.0,Bobb,,i,0,Bobb,649,288,645,291,633,286,650,289,,,,,,,,,,,3,13,45.0,87.0,36.0,-9.0,33.0,271.0,-235.0,45.0
,,,,,,,,,,,,,344,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.970297Z,,,17601,650,0,,,0,Scott,0.0,False,,,,,0.0,Carson,,a,0,Carson,476,38,454,15,415,5,478,38,,,,,,,,,,,1,13,,,,,,51.0,,
2024-08-13T19:34:30.154811Z,345,184679.0,Kernowfornia United,3320853.0,18.0,48142.0,9.0,Scott,Renfree-Tuck,2.0,,False,345,2,5,167,2,389.9,8,2,73.8,182.2,557,0,0,0,0,0,168.0,2,6,2.05,3.21,5.26,7.14,2024-07-17T10:20:02.973626Z,100.0,100.0,61366,7,0,,,2,Kevin,4.2,False,,2024-09-18T23:00:07.299083Z,,,4.0,De Bruyne,,a,36,De Bruyne,164,61,17,14,87,54,47,30,,,,,,,,,,,3,13,28.0,18.0,10.0,-18.0,40.0,64.0,-54.0,31.0
2024-08-13T19:58:55.269988Z,346,318371.0,Up the Ding,3320919.0,84.0,48142.0,3.0,Matthew,Stent,10.0,,False,346,2,2,177,2,187.0,7,2,57.9,188.8,536,0,0,0,0,0,202.0,0,6,0.67,1.33,2.00,6.24,2024-07-17T10:20:02.976926Z,100.0,100.0,248875,59,0,,,1,Jérémy,3.8,False,,2024-11-13T14:30:08.065449Z,,,3.4,Doku,,a,37,Doku,157,58,88,68,63,38,91,55,,,,,,,,,,,3,13,25.0,84.0,34.0,9.0,16.0,56.0,-22.0,24.0
2024-08-13T19:45:10.074617Z,347,184585.0,Easy Three Points,3320881.0,46.0,48142.0,1.0,Jonathan,Ako,6.0,,False,347,1,2,123,2,10.0,17,0,27.2,263.0,1080,0,0,0,0,28,0.0,3,12,0.00,0.01,0.01,15.83,2024-07-17T10:20:02.978183Z,,,121160,113,0,,,0,Ederson,0.2,False,,,,,2.8,Santana de Moraes,,a,33,Ederson M.,83,14,368,8,678,71,234,14,,,,,,,,,,,1,13,13.0,46.0,2.0,-11.0,18.0,17.0,-15.0,16.0
2024-08-13T19:32:15.580907Z,348,324701.0,Eleven Hags,3320846.0,11.0,48142.0,2.0,Liam,Thaker,2.0,,False,348,1,0,108,1,295.9,11,0,49.8,73.0,628,0,0,0,0,0,128.0,1,6,1.38,2.83,4.21,13.66,2024-07-17T10:20:02.979838Z,50.0,0.0,209244,6,0,,,0,Phil,0.8,False,Illness - 50% chance of playing,2024-12-05T00:30:08.366700Z,,,1.9,Foden,,d,19,Foden,297,137,38,31,119,78,119,69,,,,,,,,,,,3,13,39.0,11.0,6.0,-33.0,45.0,123.0,-117.0,39.0
,,,,,,,,,,,,,349,1,3,119,1,256.0,5,0,52.0,102.6,463,0,0,0,0,0,161.0,2,5,0.64,1.22,1.86,7.19,2024-07-17T10:20:02.984127Z,100.0,100.0,114283,65,0,,,1,Jack,1.5,False,,2024-10-24T16:00:07.517717Z,,,1.9,Grealish,,a,21,Grealish,260,115,47,38,95,60,111,66,,,,,,,,,,,3,13,,,,,,119.0,,
2024-08-13T19:31:38.379486Z,350,324701.0,Eleven Hags,3320843.0,8.0,48142.0,8.0,Liam,Thaker,1.0,,False,350,0,7,229,3,297.4,18,3,90.1,373.4,1212,0,0,0,0,0,229.0,0,13,1.61,1.83,3.44,17.20,2024-07-17T10:20:02.985629Z,100.0,100.0,477424,79,0,,,1,Joško,1.8,False,,2024-10-31T02:30:07.426838Z,,,4.1,Gvardiol,,a,57,Gvardiol,22,6,36,6,52,1,27,2,,,,,,,,,,,2,13,5.0,8.0,2.0,-3.0,27.0,6.0,-4.0,18.0
2024-08-13T19:30:08.332441Z,351,184679.0,Kernowfornia United,3320836.0,1.0,48142.0,1.0,Scott,Renfree-Tuck,1.0,,False,351,1,15,438,3,142.1,21,13,158.0,527.4,1349,0,0,0,0,0,908.0,2,15,12.85,0.86,13.71,21.56,2024-07-17T10:20:02.986797Z,100.0,100.0,223094,1,0,,,7,Erling,4.0,True,,2024-09-13T15:00:06.985607Z,,,6.5,Haaland,,a,98,Haaland,4,1,126,11,1,1,4,1,,,,,,,,,,,4,13,1.0,1.0,1.0,0.0,12.0,1.0,0.0,9.0
,,,,,,,,,,,,,352,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.987758Z,0.0,0.0,461358,24,0,,,0,Julián,0.0,False,Transferred to Atletico Madrid,2024-08-13T07:07:51.627006Z,,,0.0,Álvarez,,u,0,J.Alvarez,692,74,692,74,692,74,692,74,,,,,,,,,,,4,13,,,,,,63.0,,
,,,,,,,,,,,,,353,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.990086Z,0.0,0.0,121145,168,0,,,0,João,0.0,False,Permanent transfer to Saudi club Al-Hilal,2024-08-29T11:05:25.670531Z,,,0.0,Cavaco Cancelo,,u,0,João Cancelo,681,231,679,231,676,231,681,231,,,,,,,,,,,2,13,,,,,,185.0,,
,,,,,,,,,,,,,354,1,8,225,2,243.7,13,3,59.3,245.4,878,0,0,0,0,0,104.0,3,10,0.98,1.27,2.24,13.28,2024-07-17T10:20:02.992520Z,0.0,0.0,91651,140,0,,,0,Mateo,0.0,False,Unknown - Expected back 21 Dec,2024-11-22T17:30:09.194248Z,,,4.1,Kovačić,,i,45,Kovačić,98,33,53,44,140,89,87,53,,,,,,,,,,,3,13,,,,,,38.0,,
2024-08-13T20:14:18.213465Z,355,283372.0,CripplingHannover96,3320965.0,130.0,48142.0,4.0,Ryan,McIntyre,15.0,,False,355,2,1,131,2,129.8,16,1,41.2,177.0,1022,0,0,0,1,0,105.0,2,12,0.99,0.60,1.59,16.64,2024-07-17T10:20:02.995071Z,0.0,,477064,421,0,,,4,Rico,1.5,False,Suspended until 21 Dec,2024-12-07T21:30:08.281236Z,,,2.6,Lewis,,s,36,Lewis,173,68,140,27,139,20,157,42,,,,,,,,,,,2,13,18.0,130.0,44.0,26.0,3.0,32.0,12.0,5.0
,,,,,,,,,,,,,356,3,2,110,1,202.7,7,0,41.3,128.4,437,0,0,0,0,0,81.0,1,5,0.17,1.69,1.86,8.35,2024-07-17T10:20:03.001144Z,100.0,100.0,465351,270,0,,,7,Matheus Luiz,2.0,False,,2024-11-11T16:00:06.757704Z,,,2.4,Nunes,,a,26,Matheus N.,226,95,74,58,174,106,156,90,,,,,,,,,,,3,13,,,,,,100.0,,
,,,,,,,,,,,,,357,0,0,6,0,1.0,0,0,0.3,0.2,2,0,0,0,0,0,2.0,0,0,0.00,0.02,0.02,0.00,2024-07-17T10:20:03.003264Z,,,432714,214,0,,,0,James,0.2,False,,,,,1.0,McAtee,,a,2,McAtee,467,223,422,216,394,208,465,224,,,,,,,,,,,3,13,,,,,,208.0,,
,,,,,,,,,,,,,358,0,0,48,1,0.0,4,0,7.5,75.4,270,0,0,0,0,9,0.0,0,3,0.00,0.00,0.00,5.73,2024-07-17T10:20:03.005413Z,,,88248,151,0,,,1,Stefan,2.5,False,,,,,3.3,Ortega Moreno,,a,10,Ortega Moreno,294,29,678,70,674,68,359,29,,,,,,,,,,,1,13,,,,,,25.0,,
,,,,,,,,,,,,,359,0,0,69,1,55.7,14,0,14.7,68.4,536,0,0,0,1,0,25.0,1,7,0.31,0.22,0.53,12.49,2024-07-17T10:20:03.006587Z,100.0,100.0,155405,297,0,,,0,Kalvin,0.0,False,,2024-11-22T17:30:09.216627Z,,,1.6,Phillips,,a,11,Phillips,309,144,247,154,288,159,314,156,,,,,,,,,,,3,10,,,,,,155.0,,
2024-08-13T19:54:41.016802Z,360,184679.0,Kernowfornia United,3320908.0,73.0,48142.0,1.0,Scott,Renfree-Tuck,9.0,,False,360,0,0,18,0,17.1,0,0,2.8,10.8,65,0,0,0,0,0,0.0,0,1,0.00,0.09,0.09,0.04,2024-07-17T10:20:03.009564Z,0.0,0.0,220566,43,0,,,0,Rodrigo 'Rodri',0.0,False,Knee injury - Expected back 01 Jun,2024-09-22T22:00:05.633631Z,,,1.0,Hernandez,,i,2,Rodrigo,416,197,336,191,688,312,414,200,,,,,,,,,,,3,13,44.0,73.0,31.0,-13.0,36.0,209.0,-178.0,44.0
2024-08-13T19:46:09.510601Z,361,318371.0,Up the Ding,3320883.0,48.0,48142.0,3.0,Matthew,Stent,6.0,,False,361,0,1,139,3,119.1,12,0,41.0,220.8,996,1,0,0,0,0,69.0,3,11,0.64,0.73,1.37,13.80,2024-07-17T10:20:03.010781Z,100.0,100.0,171314,131,0,,,1,Rúben,2.0,False,,2024-11-01T17:00:08.011314Z,,,2.2,Gato Alves Dias,,a,27,Rúben,126,50,158,36,200,50,161,44,,,,,,,,,,,2,13,29.0,48.0,12.0,-17.0,37.0,58.0,-46.0,30.0
2024-08-13T19:37:07.714503Z,362,184585.0,Easy Three Points,3320863.0,28.0,48142.0,1.0,Jonathan,Ako,4.0,,False,362,0,1,56,0,21.0,5,2,18.7,97.6,283,0,0,0,0,0,70.0,1,3,0.60,0.12,0.72,3.13,2024-07-17T10:20:03.013557Z,50.0,0.0,97299,141,0,,,0,John,0.0,False,Foot injury - 50% chance of playing,2024-12-03T13:00:08.353446Z,,,2.9,Stones,,d,20,Stones,269,99,325,106,195,46,289,93,,,,,,,,,,,2,13,33.0,28.0,6.0,-27.0,43.0,70.0,-64.0,37.0
2024-08-13T19:43:49.266480Z,363,318371.0,Up the Ding,3320878.0,43.0,48142.0,7.0,Matthew,Stent,5.0,,False,363,0,0,66,0,140.7,17,0,30.5,134.8,782,0,0,0,0,0,29.0,1,8,0.12,1.29,1.41,15.85,2024-07-17T10:20:03.015008Z,100.0,100.0,58621,107,0,,,1,Kyle,0.8,False,,2024-10-20T21:30:07.137600Z,,,1.0,Walker,,a,11,Walker,217,84,127,25,282,87,214,65,,,,,,,,,,,2,13,40.0,43.0,10.0,-30.0,45.0,106.0,-96.0,42.0
,,,,,,,,,,,,,364,6,5,225,5,283.0,10,1,76.7,258.2,793,0,0,0,0,0,225.0,2,8,1.28,1.30,2.58,13.49,2024-07-17T10:20:03.016059Z,100.0,100.0,493250,281,0,,,5,Amad,6.2,False,,2024-11-08T18:30:07.952497Z,,,4.0,Diallo,,a,52,Amad,88,30,41,33,54,33,43,29,,,,,,,,,,,3,14,,,,,,27.0,,
,,,,,,,,,,,,,365,0,0,12,0,11.6,1,0,4.8,10.2,38,0,0,0,0,0,27.0,0,0,0.23,0.05,0.28,1.24,2024-07-17T10:20:03.017450Z,100.0,100.0,467169,90,0,,,0,Antony Matheus,0.2,False,,2024-10-25T13:00:06.238324Z,,,1.0,dos Santos,,a,3,Antony,418,198,355,200,285,157,395,192,,,,,,,,,,,3,14,,,,,,202.0,,
2024-08-13T19:32:30.809880Z,366,318371.0,Up the Ding,3320847.0,12.0,48142.0,3.0,Matthew,Stent,2.0,,False,366,6,8,313,6,458.1,17,3,106.6,374.4,1249,0,0,0,1,0,236.0,1,15,4.42,2.72,7.14,18.96,2024-07-17T10:20:03.019526Z,100.0,100.0,141746,11,0,,,9,Bruno,7.8,False,,2024-09-29T21:00:06.390627Z,,,4.8,Borges Fernandes,,a,72,B.Fernandes,21,8,9,8,50,31,13,10,,,,,,,,,,,3,14,8.0,12.0,7.0,-1.0,25.0,9.0,-2.0,15.0
,,,,,,,,,,,,,367,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.021557Z,,,451302,545,0,,,0,Altay,0.0,False,,,,,0.0,Bayindir,,a,0,Bayindir,556,69,545,55,519,48,558,69,,,,,,,,,,,1,14,,,,,,52.0,,
,,,,,,,,,,,,,368,0,3,169,3,203.1,11,1,54.5,223.6,743,0,0,0,0,0,118.0,1,9,0.93,1.37,2.30,13.32,2024-07-17T10:20:03.023312Z,100.0,100.0,61256,236,0,,,0,Carlos Henrique,1.4,False,,2024-11-10T23:00:08.039181Z,,,2.4,Casimiro,,a,29,Casemiro,123,43,73,57,126,81,99,60,,,,,,,,,,,3,14,,,,,,84.0,,
2024-08-13T20:02:03.882973Z,369,289293.0,*Stratford Sardines*,3320928.0,93.0,48142.0,3.0,Flat,7,11.0,,False,369,1,6,203,5,163.4,18,0,49.8,238.6,1316,0,0,0,0,0,97.0,3,15,0.78,1.10,1.88,22.31,2024-07-17T10:20:03.024300Z,,,216051,198,0,,,1,Diogo,2.2,False,,,,,3.3,Dalot Teixeira,,a,49,Dalot,106,40,109,22,146,22,118,29,,,,,,,,,,,2,14,10.0,93.0,26.0,16.0,7.0,13.0,13.0,4.0
,,,,,,,,,,,,,370,0,0,97,3,226.3,4,0,32.2,75.4,505,0,0,0,0,0,20.0,2,6,0.12,1.08,1.20,8.79,2024-07-17T10:20:03.025238Z,100.0,100.0,80607,143,0,,,0,Christian,0.6,False,,2024-11-01T10:30:06.566158Z,,,1.8,Eriksen,,a,16,Eriksen,295,136,62,48,303,168,205,105,,,,,,,,,,,3,14,,,,,,137.0,,
,,,,,,,,,,,,,371,0,3,62,1,4.1,2,0,6.1,51.0,288,0,0,0,0,0,6.0,1,3,0.08,0.02,0.10,2.62,2024-07-17T10:20:03.026413Z,0.0,0.0,37642,435,0,,,0,Jonny,0.4,False,Knock - Unknown return date,2024-12-06T15:30:08.179513Z,,,2.3,Evans,,i,14,Evans,336,116,392,134,358,122,379,126,,,,,,,,,,,2,14,,,,,,95.0,,
2024-08-13T19:41:49.704758Z,372,289293.0,*Stratford Sardines*,3320874.0,39.0,48142.0,3.0,Flat,7,5.0,,False,372,2,3,158,2,162.9,16,3,77.0,198.8,937,0,0,0,0,0,411.0,1,10,4.01,0.58,4.59,16.24,2024-07-17T10:20:03.027257Z,100.0,100.0,493105,53,0,,,4,Alejandro,2.8,False,,2024-10-07T15:30:06.108745Z,,,3.2,Garnacho,,a,48,Garnacho,145,53,110,80,17,8,42,28,,,,,,,,,,,3,14,20.0,39.0,20.0,0.0,24.0,34.0,-14.0,22.0
,,,,,,,,,,,,,373,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.028136Z,0.0,0.0,465527,486,0,,,0,Hannibal,0.0,False,Permanent move to Burnley,2024-08-30T09:47:42.727251Z,,,0.0,Mejbri,,u,0,Hannibal,600,250,595,254,577,247,602,252,,,,,,,,,,,3,14,,,,,,272.0,,
,,,,,,,,,,,,,374,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.029153Z,,,21205,651,0,,,0,Tom,0.0,False,,,,,0.0,Heaton,,a,0,Heaton,478,40,456,17,417,7,480,40,,,,,,,,,,,1,14,,,,,,53.0,,
2024-08-13T19:50:34.086152Z,375,318371.0,Up the Ding,3320896.0,61.0,48142.0,7.0,Matthew,Stent,7.0,,False,375,1,4,111,2,79.2,10,2,26.4,89.4,604,0,0,0,0,0,98.0,0,7,1.64,0.19,1.83,10.39,2024-07-17T10:20:03.032105Z,100.0,100.0,497894,33,0,,,8,Rasmus,2.6,False,,2024-08-05T15:00:04.427374Z,,,3.2,Højlund,,a,32,Højlund,279,26,199,25,144,32,241,29,,,,,,,,,,,4,14,18.0,61.0,18.0,0.0,13.0,25.0,-7.0,15.0
,,,,,,,,,,,,,376,0,0,7,0,15.5,1,0,3.6,16.0,58,0,0,0,0,0,4.0,1,0,0.00,0.04,0.04,1.38,2024-07-17T10:20:03.033152Z,50.0,0.0,184667,412,0,,,0,Victor,0.0,False,Groin Injury - 50% chance of playing,2024-11-21T08:30:09.218875Z,,,0.8,Lindelöf,,d,3,Lindelof,404,144,340,109,372,127,404,137,,,,,,,,,,,2,14,,,,,,131.0,,
,,,,,,,,,,,,,377,0,0,58,1,26.4,2,0,10.2,60.8,357,0,0,0,0,0,14.0,4,4,0.04,0.03,0.07,3.34,2024-07-17T10:20:03.034839Z,100.0,100.0,95658,222,0,,,1,Harry,0.4,False,,2024-10-06T22:00:07.722929Z,,,1.2,Maguire,,a,10,Maguire,325,113,310,96,321,106,339,109,,,,,,,,,,,2,14,,,,,,110.0,,
,,,,,,,,,,,,,378,0,0,119,5,92.8,9,0,22.1,89.8,740,0,0,0,0,0,36.0,5,9,0.16,0.69,0.85,9.93,2024-07-17T10:20:03.035992Z,100.0,100.0,516895,137,0,,,2,Kobbie,0.8,False,,2024-12-02T00:00:08.519876Z,,,1.9,Mainoo,,a,17,Mainoo,278,126,186,120,258,143,265,131,,,,,,,,,,,3,14,,,,,,134.0,,
,,,,,,,,,,,,,379,0,0,0,0,1.7,0,0,0.4,2.0,45,0,0,0,0,0,0.0,1,1,0.00,0.01,0.01,0.23,2024-07-17T10:20:03.038438Z,100.0,100.0,222690,546,0,,,0,Tyrell,0.0,False,,2024-08-05T15:00:04.439521Z,,,0.0,Malacia,,a,0,Malacia,457,159,412,147,530,213,458,158,,,,,,,,,,,2,14,,,,,,186.0,,
2024-08-13T20:10:53.034639Z,380,324701.0,Eleven Hags,3320954.0,119.0,48142.0,2.0,Liam,Thaker,14.0,,False,380,0,1,169,5,55.7,15,0,34.5,197.6,1066,0,0,0,0,0,91.0,5,12,0.90,0.35,1.25,18.18,2024-07-17T10:20:03.040161Z,100.0,100.0,221820,478,0,,,1,Lisandro,2.4,False,,2024-12-02T00:00:08.536263Z,,,2.9,Martínez,,a,35,Martinez,146,58,246,64,157,27,192,54,,,,,,,,,,,2,14,19.0,119.0,38.0,19.0,6.0,35.0,3.0,11.0
,,,,,,,,,,,,,381,0,0,4,0,0.3,1,0,0.9,3.2,17,0,0,0,0,0,5.0,0,0,0.07,0.00,0.07,0.66,2024-07-17T10:20:03.041442Z,0.0,0.0,195851,203,0,,,0,Scott,0.0,False,Transferred to Napoli,2024-08-31T06:16:49.087133Z,,,1.0,McTominay,,u,2,McTominay,450,215,438,225,370,199,448,214,,,,,,,,,,,3,14,,,,,,210.0,,
,,,,,,,,,,,,,382,0,0,13,1,54.8,4,0,11.8,20.8,230,0,0,0,0,0,43.0,2,3,0.40,0.08,0.48,4.08,2024-07-17T10:20:03.043384Z,100.0,100.0,184341,69,0,,,1,Mason,0.8,False,,2024-09-29T21:00:06.460180Z,,,1.0,Mount,,a,7,Mount,393,187,252,156,246,136,326,161,,,,,,,,,,,3,14,,,,,,181.0,,
2024-08-13T19:56:24.520964Z,383,317751.0,Some Solanke-Panky?,3320912.0,77.0,48142.0,5.0,Alex,Turnbull,9.0,,False,383,0,5,247,6,13.0,18,0,36.6,352.6,1350,0,0,1,0,39,0.0,0,15,0.00,0.19,0.19,22.35,2024-07-17T10:20:03.044512Z,,,202641,191,0,,,1,André,4.2,True,,,,,4.3,Onana,,a,65,Onana,29,9,350,1,675,69,184,9,,,,,,,,,,,1,14,1.0,77.0,7.0,6.0,4.0,1.0,6.0,4.0
,,,,,,,,,,,,,384,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.045315Z,0.0,0.0,488404,291,0,,,0,Facundo,0.0,False,Transferred to Panathinaikos,2024-08-22T11:21:35.952901Z,,,0.0,Pellistri Rebollo,,u,0,Pellistri,675,305,671,305,668,303,675,305,,,,,,,,,,,3,14,,,,,,273.0,,
2024-08-13T19:37:16.154844Z,385,324701.0,Eleven Hags,3320864.0,29.0,48142.0,2.0,Liam,Thaker,4.0,,False,385,1,3,186,5,254.7,9,4,68.9,238.8,975,0,0,0,0,0,194.0,2,12,1.60,1.36,2.96,14.79,2024-07-17T10:20:03.048198Z,,,176297,34,0,,,1,Marcus,5.0,False,,,,,3.6,Rashford,,a,54,Rashford,105,36,48,39,68,41,58,36,,,,,,,,,,,3,14,15.0,29.0,14.0,-1.0,26.0,23.0,-9.0,18.0
,,,,,,,,,,,,,386,4,2,148,1,153.7,8,2,42.5,155.4,488,0,0,0,0,0,118.0,1,6,0.64,1.19,1.83,7.97,2024-07-17T10:20:03.050017Z,100.0,100.0,209243,70,0,,,8,Jadon,3.6,False,,2024-11-07T09:00:07.812014Z,,,4.1,Sancho,,a,37,Sancho,196,78,120,87,127,82,144,84,,,,,,,,,,,3,6,,,,,,57.0,,
2024-08-13T20:12:11.826968Z,387,228518.0,Boom Boom Eagle FC,3320960.0,125.0,48142.0,8.0,Sam,Thorpe,14.0,,False,387,0,0,19,0,2.6,0,0,2.0,16.6,68,0,0,0,0,0,0.0,0,0,0.00,0.01,0.01,0.50,2024-07-17T10:20:03.051088Z,0.0,0.0,106760,272,0,,,0,Luke,0.4,False,Muscle injury - Unknown return date,2024-12-05T01:00:08.299125Z,,,1.0,Shaw,,i,2,Shaw,403,143,401,141,642,229,431,149,,,,,,,,,,,2,14,45.0,125.0,41.0,-4.0,31.0,140.0,-99.0,43.0
2024-08-13T19:57:15.816424Z,388,184585.0,Easy Three Points,3320916.0,81.0,48142.0,9.0,Jonathan,Ako,9.0,,False,388,0,3,149,2,190.7,26,2,57.9,303.0,1174,0,0,0,0,0,86.0,0,13,0.63,0.98,1.61,24.16,2024-07-17T10:20:03.052922Z,,,214590,438,0,,,2,Aaron,6.0,False,,,,,3.0,Wan-Bissaka,,a,42,Wan-Bissaka,52,17,84,17,168,32,90,16,,,,,,,,,,,2,19,14.0,81.0,21.0,7.0,14.0,23.0,-2.0,16.0
2024-08-13T19:54:28.167309Z,389,228518.0,Boom Boom Eagle FC,3320906.0,71.0,48142.0,8.0,Sam,Thorpe,8.0,,False,389,1,6,142,3,115.3,7,3,48.3,164.8,585,0,0,0,0,0,203.0,1,5,2.76,0.44,3.20,9.80,2024-07-17T10:20:03.054600Z,,,458249,37,0,,,1,Joshua,3.4,False,,,,,2.6,Zirkzee,,a,39,Zirkzee,181,20,161,20,62,22,129,22,,,,,,,,,,,4,14,16.0,71.0,21.0,5.0,10.0,22.0,-1.0,10.0
,,,,,,,,,,,,,390,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.055818Z,,,545477,611,0,,,0,Alex,0.0,False,,,,,0.0,Murphy,,a,0,A.Murphy,533,196,513,194,478,180,535,196,,,,,,,,,,,2,15,,,,,,187.0,,
,,,,,,,,,,,,,391,0,0,20,0,19.1,3,0,5.9,4.2,119,0,0,0,0,0,36.0,0,1,0.47,0.15,0.62,2.73,2024-07-17T10:20:03.056914Z,,,179018,85,0,,,1,Miguel,0.2,False,,,,,1.2,Almirón Rejala,,a,7,Almirón,444,211,329,186,259,144,383,188,,,,,,,,,,,3,15,,,,,,182.0,,
,,,,,,,,,,,,,392,1,9,199,1,152.8,13,5,60.9,233.0,692,0,0,0,0,0,222.0,0,6,1.90,1.71,3.61,11.80,2024-07-17T10:20:03.057872Z,,,201666,64,0,,,7,Harvey,3.6,False,,,,,4.0,Barnes,,a,60,Barnes,112,39,121,88,56,35,80,49,,,,,,,,,,,3,15,,,,,,17.0,,
,,,,,,,,,,,,,393,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.058794Z,0.0,0.0,220237,423,0,,,0,Sven,0.0,False,Knee injury - Expected back 15 Jan,2024-07-17T13:30:05.022057Z,,,0.0,Botman,,i,0,Botman,563,219,553,218,529,212,565,219,,,,,,,,,,,2,15,,,,,,188.0,,
